Shipment_ID,Plant_ID,Shipment_Date,Mode_of_Transport,Weight_Tons,Distance_KM
SHP_06482,PLNT_02,26-10-2025,Air Freight,14.67,4958.58
SHP_06483,PLNT_03,21-03-2026,Ocean Cargo,2.12,6604.11
SHP_06484,PLNT_03,19-05-2025,Ocean Cargo,2.16,7751.99
SHP_06485,PLNT_02,02-10-2024,Air Freight,23.73,10696.92
SHP_06486,PLNT_05,09-07-2024,Ocean Cargo,2.58,8672.04
SHP_06487,PLNT_01,11-06-2025,Ocean Cargo,10.03,4014.19
SHP_06488,PLNT_04,25-05-2026,Ocean Cargo,18.06,4424.76
SHP_06489,PLNT_04,12-02-2026,Air Freight,13.17,5306.11
SHP_06490,PLNT_05,23-10-2025,Ocean Cargo,14.58,2981.17
SHP_06491,PLNT_02,03-02-2025,Air Freight,5.8,2875.17
SHP_06492,PLNT_01,07-02-2025,Heavy Truck,13.23,738.57
SHP_06493,PLNT_05,06-03-2024,Rail,16.9,73.39
SHP_06494,PLNT_02,23-04-2024,Ocean Cargo,13.15,6429.81
SHP_06495,PLNT_03,08-06-2024,Ocean Cargo,20.47,4410.5
SHP_06496,PLNT_04,24-11-2024,Air Freight,12.66,4817.14
SHP_06497,PLNT_05,10-01-2026,Rail,15.07,344.13
SHP_06498,PLNT_01,25-10-2024,Ocean Cargo,11.8,857.87
SHP_06499,PLNT_04,12-11-2025,Ocean Cargo,18.45,11957.91
SHP_06500,PLNT_04,23-10-2024,Ocean Cargo,13.51,2544.09
SHP_06501,PLNT_01,27-11-2026,Heavy Truck,22.8,794.56
SHP_06502,PLNT_02,24-06-2024,Ocean Cargo,18.52,8762.59
SHP_06503,PLNT_03,22-08-2025,Ocean Cargo,5.63,7802.92
SHP_06504,PLNT_03,05-08-2024,Heavy Truck,14.69,701.39
SHP_06505,PLNT_04,06-11-2024,Heavy Truck,24.73,709
SHP_06506,PLNT_05,17-04-2026,Ocean Cargo,21.49,3211.53
SHP_06507,PLNT_02,10-03-2024,Ocean Cargo,11.82,11956.9
SHP_06508,PLNT_01,19-06-2026,Ocean Cargo,15.88,2915.81
SHP_06509,PLNT_05,20-03-2024,Heavy Truck,12.18,749.13
SHP_06510,PLNT_02,17-04-2025,Heavy Truck,18.4,737.13
SHP_06511,PLNT_01,09-01-2024,Ocean Cargo,3.2,5818.66
SHP_06512,PLNT_01,14-11-2026,Heavy Truck,11.3,334.67
SHP_06513,PLNT_02,10-08-2026,Heavy Truck,20.46,72.13
SHP_06514,PLNT_04,08-04-2024,Ocean Cargo,8.02,11708.03
SHP_06515,PLNT_01,02-12-2025,Heavy Truck,18.09,672.72
SHP_06516,PLNT_04,09-08-2025,Heavy Truck,21.69,380.57
SHP_06517,PLNT_01,09-10-2024,Heavy Truck,11.53,213.88
SHP_06518,PLNT_04,08-12-2024,Heavy Truck,16.26,555.63
SHP_06519,PLNT_05,22-04-2025,Heavy Truck,22.27,287.45
SHP_06520,PLNT_01,20-12-2025,Ocean Cargo,16.05,2053.27
SHP_06521,PLNT_02,22-01-2026,Heavy Truck,3.99,143.37
SHP_06522,PLNT_02,21-12-2024,Ocean Cargo,7.11,1711.21
SHP_06523,PLNT_02,10-08-2025,Ocean Cargo,22.22,11252.47
SHP_06524,PLNT_05,07-10-2026,Ocean Cargo,16.4,6424.08
SHP_06525,PLNT_03,07-09-2026,Heavy Truck,3.27,641.59
SHP_06526,PLNT_04,05-04-2024,Ocean Cargo,23.84,5408.52
SHP_06527,PLNT_02,08-04-2025,Heavy Truck,4.12,509.48
SHP_06528,PLNT_04,23-01-2024,Ocean Cargo,8.91,9638.74
SHP_06529,PLNT_02,27-09-2025,Rail,20.86,294.65
SHP_06530,PLNT_04,08-02-2024,Ocean Cargo,8.97,8255.67
SHP_06531,PLNT_01,18-03-2025,Heavy Truck,15.72,542.43
SHP_06532,PLNT_02,10-08-2025,Heavy Truck,20.2,94.82
SHP_06533,PLNT_04,08-01-2025,Air Freight,16.23,8532.04
SHP_06534,PLNT_05,06-01-2026,Ocean Cargo,14.67,1267.35
SHP_06535,PLNT_03,05-02-2024,Heavy Truck,7.79,594.15
SHP_06536,PLNT_04,26-08-2024,Ocean Cargo,13.2,1413.29
SHP_06537,PLNT_02,13-10-2026,Ocean Cargo,11.24,8715
SHP_06538,PLNT_05,11-08-2024,Heavy Truck,6.22,303.95
SHP_06539,PLNT_01,11-09-2024,Ocean Cargo,22.79,8983.4
SHP_06540,PLNT_05,10-03-2024,Ocean Cargo,14.37,2862.54
SHP_06541,PLNT_02,03-09-2025,Heavy Truck,22.66,155.64
SHP_06542,PLNT_01,20-04-2025,Heavy Truck,3.15,165.69
SHP_06543,PLNT_02,18-04-2024,Heavy Truck,8.45,158.23
SHP_06544,PLNT_01,19-10-2026,Heavy Truck,9.52,741.84
SHP_06545,PLNT_02,14-02-2024,Heavy Truck,13.78,340.72
SHP_06546,PLNT_02,12-08-2026,Ocean Cargo,8.76,3739.17
SHP_06547,PLNT_01,26-12-2026,Heavy Truck,12.03,130.25
SHP_06548,PLNT_02,06-04-2024,Heavy Truck,24.35,121.5
SHP_06549,PLNT_03,02-10-2024,Rail,21.18,306.27
SHP_06550,PLNT_05,24-05-2024,Heavy Truck,12.29,683.22
SHP_06551,PLNT_05,19-03-2024,Rail,12.15,236.16
SHP_06552,PLNT_01,23-05-2026,Ocean Cargo,21,5638.05
SHP_06553,PLNT_04,05-01-2026,Heavy Truck,17.28,235.45
SHP_06554,PLNT_01,14-03-2024,Heavy Truck,3.75,434.28
SHP_06555,PLNT_02,19-05-2025,Ocean Cargo,8.75,2005.8
SHP_06556,PLNT_03,20-09-2024,Ocean Cargo,6.93,592.46
SHP_06557,PLNT_03,14-02-2026,Heavy Truck,14.7,311.45
SHP_06558,PLNT_03,08-10-2024,Heavy Truck,3.41,54.82
SHP_06559,PLNT_05,27-08-2026,Heavy Truck,6.47,266.89
SHP_06560,PLNT_04,07-07-2024,Heavy Truck,6.4,727.67
SHP_06561,PLNT_01,13-06-2024,Heavy Truck,8.12,757.1
SHP_06562,PLNT_03,16-01-2026,Ocean Cargo,14.67,10376.16
SHP_06563,PLNT_03,03-02-2026,Ocean Cargo,9.73,11826.07
SHP_06564,PLNT_02,12-04-2024,Ocean Cargo,12.4,3058.23
SHP_06565,PLNT_02,13-08-2025,Rail,6.01,228.42
SHP_06566,PLNT_01,24-12-2025,Heavy Truck,8.39,397.31
SHP_06567,PLNT_02,25-12-2026,Heavy Truck,2.78,183.42
SHP_06568,PLNT_02,05-03-2026,Heavy Truck,13.63,452.54
SHP_06569,PLNT_01,06-12-2025,Heavy Truck,6.06,237.07
SHP_06570,PLNT_02,19-11-2026,Ocean Cargo,21.07,6980.72
SHP_06571,PLNT_02,18-03-2024,Heavy Truck,14.25,580.85
SHP_06572,PLNT_05,21-04-2026,Heavy Truck,22.13,695.56
SHP_06573,PLNT_04,07-02-2025,Ocean Cargo,17.27,737.62
SHP_06574,PLNT_05,16-11-2026,Ocean Cargo,6.16,9533.03
SHP_06575,PLNT_01,26-02-2026,Heavy Truck,19.99,461.92
SHP_06576,PLNT_02,17-10-2025,Ocean Cargo,23.48,3458.5
SHP_06577,PLNT_03,11-09-2026,Ocean Cargo,17.43,4700.07
SHP_06578,PLNT_03,24-12-2026,Ocean Cargo,23.53,470.81
SHP_06579,PLNT_02,01-01-2026,Ocean Cargo,6.46,623.05
SHP_06580,PLNT_03,21-12-2024,Heavy Truck,10.57,362.23
SHP_06581,PLNT_04,07-09-2024,Ocean Cargo,9.8,7394.32
SHP_06582,PLNT_03,04-06-2025,Heavy Truck,9.18,261.34
SHP_06583,PLNT_02,04-11-2025,Heavy Truck,8.28,260.59
SHP_06584,PLNT_01,19-11-2025,Ocean Cargo,4.78,5560.64
SHP_06585,PLNT_05,08-02-2026,Heavy Truck,9.24,555.16
SHP_06586,PLNT_02,21-12-2026,Heavy Truck,24,518.34
SHP_06587,PLNT_03,24-08-2025,Ocean Cargo,17.58,3334.08
SHP_06588,PLNT_05,23-06-2024,Heavy Truck,21.66,776.21
SHP_06589,PLNT_02,03-11-2026,Heavy Truck,24.58,162.03
SHP_06590,PLNT_01,04-05-2026,Ocean Cargo,16.15,5301.9
SHP_06591,PLNT_01,14-02-2026,Rail,12.78,52.98
SHP_06592,PLNT_02,13-09-2024,Heavy Truck,7.15,724.76
SHP_06593,PLNT_05,21-01-2024,Heavy Truck,20.38,136.22
SHP_06594,PLNT_01,16-07-2025,Heavy Truck,23.3,472.05
SHP_06595,PLNT_03,19-12-2026,Heavy Truck,19.59,332.23
SHP_06596,PLNT_02,17-09-2026,Rail,8.7,440.91
SHP_06597,PLNT_04,10-02-2025,Heavy Truck,5.6,319.63
SHP_06598,PLNT_05,09-11-2024,Heavy Truck,9.89,281.91
SHP_06599,PLNT_03,17-12-2025,Heavy Truck,19.8,756.78
SHP_06600,PLNT_02,09-08-2026,Rail,2.04,543.93
SHP_06601,PLNT_03,23-03-2025,Heavy Truck,20.26,686.17
SHP_06602,PLNT_02,11-09-2025,Heavy Truck,17.29,545.05
SHP_06603,PLNT_03,01-11-2025,Heavy Truck,19.15,224.45
SHP_06604,PLNT_05,03-04-2026,Heavy Truck,8.79,72.14
SHP_06605,PLNT_04,21-06-2024,Heavy Truck,21.59,374.74
SHP_06606,PLNT_03,26-10-2026,Air Freight,15.64,2711.67
SHP_06607,PLNT_02,11-09-2024,Heavy Truck,23.35,280.15
SHP_06608,PLNT_02,22-02-2025,Heavy Truck,20.23,88.93
SHP_06609,PLNT_01,11-10-2026,Ocean Cargo,10.56,2994.98
SHP_06610,PLNT_01,17-11-2026,Heavy Truck,6.96,466.12
SHP_06611,PLNT_01,25-01-2026,Heavy Truck,9.97,466.64
SHP_06612,PLNT_02,22-08-2026,Ocean Cargo,9.87,10233
SHP_06613,PLNT_01,18-06-2026,Ocean Cargo,19.28,8218.42
SHP_06614,PLNT_04,06-12-2024,Ocean Cargo,9.5,5002.24
SHP_06615,PLNT_05,24-08-2025,Heavy Truck,23.59,567.16
SHP_06616,PLNT_04,11-02-2025,Ocean Cargo,17.73,5463.36
SHP_06617,PLNT_05,22-05-2025,Rail,20.34,469.19
SHP_06618,PLNT_05,11-07-2026,Heavy Truck,7.98,213.36
SHP_06619,PLNT_02,23-04-2025,Heavy Truck,4.46,651.55
SHP_06620,PLNT_02,05-10-2025,Ocean Cargo,8.87,1280.99
SHP_06621,PLNT_01,19-06-2026,Ocean Cargo,13.61,8055.54
SHP_06622,PLNT_04,01-01-2026,Air Freight,1.86,6736.51
SHP_06623,PLNT_02,08-08-2025,Heavy Truck,7.51,710.56
SHP_06624,PLNT_01,01-07-2024,Heavy Truck,15.63,683.8
SHP_06625,PLNT_02,23-10-2024,Ocean Cargo,17.47,10242.03
SHP_06626,PLNT_03,25-10-2025,Ocean Cargo,17.88,10082.14
SHP_06627,PLNT_03,20-05-2024,Rail,2.35,530.91
SHP_06628,PLNT_02,11-09-2026,Heavy Truck,24.62,617.58
SHP_06629,PLNT_05,07-03-2025,Heavy Truck,20.9,65.72
SHP_06630,PLNT_03,08-10-2024,Rail,19.07,568.61
SHP_06631,PLNT_02,01-04-2025,Ocean Cargo,21.08,1033.69
SHP_06632,PLNT_04,06-05-2024,Ocean Cargo,3.2,7507.93
SHP_06633,PLNT_03,05-04-2024,Ocean Cargo,8.93,11297.98
SHP_06634,PLNT_03,10-12-2026,Rail,23.6,484.61
SHP_06635,PLNT_02,23-11-2025,Heavy Truck,18.59,549.3
SHP_06636,PLNT_02,13-06-2026,Heavy Truck,9.07,240.63
SHP_06637,PLNT_04,04-10-2024,Heavy Truck,5.02,343.29
SHP_06638,PLNT_03,18-10-2025,Ocean Cargo,5.29,7689.79
SHP_06639,PLNT_03,23-09-2026,Heavy Truck,19.04,678.15
SHP_06640,PLNT_04,10-02-2025,Rail,15.12,613.54
SHP_06641,PLNT_05,05-11-2024,Heavy Truck,12.91,156.08
SHP_06642,PLNT_02,23-02-2024,Ocean Cargo,24.74,11007.66
SHP_06643,PLNT_04,13-04-2026,Heavy Truck,20.07,709.14
SHP_06644,PLNT_05,10-02-2026,Heavy Truck,3.06,708.54
SHP_06645,PLNT_02,09-02-2026,Rail,2.69,78.55
SHP_06646,PLNT_02,23-04-2024,Ocean Cargo,21.57,1062.63
SHP_06647,PLNT_04,27-02-2025,Ocean Cargo,4.85,9833.64
SHP_06648,PLNT_03,21-01-2024,Ocean Cargo,16.76,3278.47
SHP_06649,PLNT_05,17-01-2026,Ocean Cargo,10.23,10283.02
SHP_06650,PLNT_01,27-01-2026,Heavy Truck,23.81,365.71
SHP_06651,PLNT_01,11-10-2024,Ocean Cargo,24.04,8031
SHP_06652,PLNT_03,12-10-2026,Rail,2.52,421.73
SHP_06653,PLNT_03,23-05-2025,Ocean Cargo,23.45,10640.58
SHP_06654,PLNT_02,08-12-2024,Heavy Truck,5.64,261.38
SHP_06655,PLNT_03,17-11-2024,Heavy Truck,23.34,472.62
SHP_06656,PLNT_02,06-07-2025,Ocean Cargo,13.22,2126.4
SHP_06657,PLNT_01,19-11-2026,Ocean Cargo,6.83,10676.06
SHP_06658,PLNT_02,07-06-2025,Air Freight,17.59,10464.79
SHP_06659,PLNT_03,19-11-2026,Heavy Truck,10.84,495.77
SHP_06660,PLNT_05,24-06-2026,Ocean Cargo,11.98,2655.67
SHP_06661,PLNT_04,05-04-2026,Heavy Truck,5.18,385.76
SHP_06662,PLNT_04,25-02-2025,Rail,4.1,488.86
SHP_06663,PLNT_01,21-10-2025,Ocean Cargo,23.16,4723.62
SHP_06664,PLNT_05,18-06-2026,Heavy Truck,14,693.57
SHP_06665,PLNT_03,24-12-2026,Ocean Cargo,4.55,7203.98
SHP_06666,PLNT_05,25-01-2026,Ocean Cargo,11.15,10305.67
SHP_06667,PLNT_04,07-01-2025,Rail,11.41,497.01
SHP_06668,PLNT_03,25-05-2024,Ocean Cargo,13.72,4675.36
SHP_06669,PLNT_05,12-11-2025,Air Freight,15.73,3895.63
SHP_06670,PLNT_04,02-01-2026,Heavy Truck,18.56,369.32
SHP_06671,PLNT_03,13-05-2026,Heavy Truck,20.45,385.81
SHP_06672,PLNT_02,01-04-2025,Heavy Truck,11.1,738.23
SHP_06673,PLNT_01,15-03-2025,Heavy Truck,8.14,237.93
SHP_06674,PLNT_03,07-03-2026,Ocean Cargo,21.5,1508.35
SHP_06675,PLNT_03,01-11-2026,Ocean Cargo,16.28,6255.62
SHP_06676,PLNT_02,22-07-2024,Ocean Cargo,15.03,8407.42
SHP_06677,PLNT_04,26-01-2026,Heavy Truck,7.93,670.51
SHP_06678,PLNT_02,25-05-2025,Ocean Cargo,16.13,3001.65
SHP_06679,PLNT_03,23-10-2025,Ocean Cargo,19.77,11999.14
SHP_06680,PLNT_04,14-07-2024,Ocean Cargo,17.61,11267.2
SHP_06681,PLNT_02,09-09-2026,Ocean Cargo,23.03,1326.72
SHP_06682,PLNT_02,06-08-2025,Heavy Truck,20.49,397.44
SHP_06683,PLNT_02,05-05-2024,Ocean Cargo,23.95,905.87
SHP_06684,PLNT_05,21-09-2025,Heavy Truck,21.81,797.19
SHP_06685,PLNT_04,04-01-2024,Ocean Cargo,17.7,7787.88
SHP_06686,PLNT_02,11-05-2025,Heavy Truck,2.08,179.76
SHP_06687,PLNT_04,09-11-2024,Ocean Cargo,6.81,7007.23
SHP_06688,PLNT_02,23-10-2026,Heavy Truck,10.89,297.59
SHP_06689,PLNT_04,23-10-2025,Ocean Cargo,5.07,10613.39
SHP_06690,PLNT_02,04-10-2026,Rail,3.82,384.5
SHP_06691,PLNT_03,11-11-2024,Ocean Cargo,4.99,934.44
SHP_06692,PLNT_02,21-08-2025,Ocean Cargo,14.41,10254.88
SHP_06693,PLNT_03,06-07-2024,Ocean Cargo,8.48,5453.01
SHP_06694,PLNT_01,06-08-2024,Heavy Truck,21.37,282.38
SHP_06695,PLNT_04,19-03-2025,Air Freight,22.1,11788.39
SHP_06696,PLNT_01,09-07-2024,Heavy Truck,14.9,541.45
SHP_06697,PLNT_01,08-02-2024,Ocean Cargo,20.64,11704.02
SHP_06698,PLNT_03,17-01-2025,Heavy Truck,9.89,84.71
SHP_06699,PLNT_01,04-10-2024,Ocean Cargo,16.02,3269.7
SHP_06700,PLNT_01,22-07-2025,Heavy Truck,23.44,135.23
SHP_06701,PLNT_02,10-05-2025,Ocean Cargo,12.36,947.66
SHP_06702,PLNT_04,15-10-2024,Heavy Truck,6.77,441.07
SHP_06703,PLNT_04,16-06-2025,Ocean Cargo,24.69,940.61
SHP_06704,PLNT_03,04-06-2024,Heavy Truck,7.77,708.76
SHP_06705,PLNT_02,26-04-2026,Rail,7.61,651.19
SHP_06706,PLNT_04,09-05-2025,Ocean Cargo,17.47,11810.44
SHP_06707,PLNT_05,27-11-2025,Heavy Truck,13.94,108.37
SHP_06708,PLNT_05,07-01-2025,Ocean Cargo,19.37,10609.73
SHP_06709,PLNT_02,09-11-2024,Ocean Cargo,23.77,2163.76
SHP_06710,PLNT_05,08-09-2024,Ocean Cargo,15.34,10097.23
SHP_06711,PLNT_03,06-07-2025,Ocean Cargo,1.62,5127.73
SHP_06712,PLNT_01,09-07-2026,Air Freight,2.63,6578.88
SHP_06713,PLNT_03,25-03-2026,Heavy Truck,8.45,293.95
SHP_06714,PLNT_04,01-09-2026,Ocean Cargo,9.52,523.08
SHP_06715,PLNT_04,17-09-2025,Ocean Cargo,21.23,5555.02
SHP_06716,PLNT_03,12-06-2026,Ocean Cargo,7.69,4009.19
SHP_06717,PLNT_03,12-12-2024,Ocean Cargo,21.66,7973.87
SHP_06718,PLNT_02,20-01-2025,Rail,18.36,461.9
SHP_06719,PLNT_04,06-03-2024,Ocean Cargo,6.36,3378.16
SHP_06720,PLNT_01,22-01-2025,Ocean Cargo,6.1,3083.17
SHP_06721,PLNT_05,12-05-2026,Rail,13.1,620.06
SHP_06722,PLNT_02,23-01-2025,Rail,17.74,330.75
SHP_06723,PLNT_02,05-12-2024,Ocean Cargo,5.15,7662.56
SHP_06724,PLNT_01,27-07-2026,Air Freight,7.08,7508.54
SHP_06725,PLNT_05,04-10-2026,Heavy Truck,3.65,369.83
SHP_06726,PLNT_05,09-05-2025,Air Freight,22.3,11928.03
SHP_06727,PLNT_05,20-09-2026,Air Freight,11.76,2187.82
SHP_06728,PLNT_02,25-12-2025,Heavy Truck,8.84,643.67
SHP_06729,PLNT_02,07-07-2026,Ocean Cargo,11.68,4604.18
SHP_06730,PLNT_01,05-12-2025,Rail,6.26,553.28
SHP_06731,PLNT_04,04-07-2026,Air Freight,3.87,10547.87
SHP_06732,PLNT_05,21-10-2026,Heavy Truck,12.53,731
SHP_06733,PLNT_01,20-05-2026,Ocean Cargo,24.84,6137.02
SHP_06734,PLNT_01,06-10-2024,Ocean Cargo,5.69,4460.13
SHP_06735,PLNT_01,25-01-2025,Heavy Truck,17.36,265.76
SHP_06736,PLNT_05,08-04-2026,Rail,9.14,50.67
SHP_06737,PLNT_04,26-10-2025,Ocean Cargo,23.19,8366.25
SHP_06738,PLNT_01,18-01-2025,Heavy Truck,15.13,751.95
SHP_06739,PLNT_01,02-12-2024,Ocean Cargo,15.96,9802.08
SHP_06740,PLNT_05,06-11-2025,Heavy Truck,15.09,160.84
SHP_06741,PLNT_05,20-03-2024,Ocean Cargo,24.67,9057.03
SHP_06742,PLNT_04,20-03-2025,Heavy Truck,15.27,529.29
SHP_06743,PLNT_01,19-09-2025,Rail,12.41,409.35
SHP_06744,PLNT_01,11-09-2026,Air Freight,20.28,10868.64
SHP_06745,PLNT_01,05-10-2024,Ocean Cargo,18.66,4187.7
SHP_06746,PLNT_05,12-05-2025,Ocean Cargo,5.06,715.42
SHP_06747,PLNT_05,02-06-2025,Ocean Cargo,9.54,9685.42
SHP_06748,PLNT_02,07-06-2024,Heavy Truck,5.66,145.42
SHP_06749,PLNT_01,04-10-2025,Heavy Truck,4.68,722.13
SHP_06750,PLNT_03,13-01-2026,Heavy Truck,24.76,266.06
SHP_06751,PLNT_02,06-06-2024,Ocean Cargo,8.07,10838.37
SHP_06752,PLNT_04,15-07-2025,Heavy Truck,3.31,157.96
SHP_06753,PLNT_01,16-12-2024,Heavy Truck,3.02,620.35
SHP_06754,PLNT_03,18-04-2026,Ocean Cargo,4.5,10242.47
SHP_06755,PLNT_01,08-02-2024,Ocean Cargo,10.07,746.94
SHP_06756,PLNT_05,01-01-2025,Ocean Cargo,13.34,7446.92
SHP_06757,PLNT_05,27-01-2024,Heavy Truck,23.22,91.64
SHP_06758,PLNT_03,04-05-2026,Heavy Truck,6.03,439.22
SHP_06759,PLNT_02,13-12-2026,Ocean Cargo,24.24,11102.54
SHP_06760,PLNT_04,12-05-2026,Ocean Cargo,16.27,4749.47
SHP_06761,PLNT_03,23-11-2025,Rail,20.64,583.63
SHP_06762,PLNT_01,21-04-2026,Ocean Cargo,3.9,7314.31
SHP_06763,PLNT_03,02-06-2026,Heavy Truck,12.72,591.91
SHP_06764,PLNT_05,13-01-2026,Heavy Truck,7,209.08
SHP_06765,PLNT_01,12-05-2024,Heavy Truck,2.91,271.96
SHP_06766,PLNT_02,26-03-2025,Air Freight,22.69,1938.07
SHP_06767,PLNT_05,11-07-2024,Heavy Truck,12.67,691.73
SHP_06768,PLNT_02,12-08-2025,Heavy Truck,15.71,331.7
SHP_06769,PLNT_02,17-02-2024,Rail,5.15,778.76
SHP_06770,PLNT_05,18-11-2024,Heavy Truck,6.31,475.43
SHP_06771,PLNT_05,27-11-2024,Rail,6.42,600.49
SHP_06772,PLNT_03,04-04-2026,Heavy Truck,19.35,137.02
SHP_06773,PLNT_02,13-03-2024,Rail,11.24,219.4
SHP_06774,PLNT_02,07-05-2024,Heavy Truck,20.41,561.52
SHP_06775,PLNT_04,09-01-2024,Heavy Truck,6.08,177.46
SHP_06776,PLNT_01,22-10-2025,Ocean Cargo,24.06,4847.54
SHP_06777,PLNT_01,22-05-2026,Heavy Truck,12.51,130.54
SHP_06778,PLNT_02,17-07-2026,Ocean Cargo,13.6,10501.85
SHP_06779,PLNT_04,25-01-2024,Ocean Cargo,2.74,6537.4
SHP_06780,PLNT_05,04-05-2024,Heavy Truck,3.38,509.03
SHP_06781,PLNT_05,09-01-2026,Rail,5.45,706.63
SHP_06782,PLNT_01,07-12-2026,Heavy Truck,6.46,120.37
SHP_06783,PLNT_01,06-12-2025,Rail,4.81,650.34
SHP_06784,PLNT_01,04-10-2025,Ocean Cargo,12.1,2858.45
SHP_06785,PLNT_03,02-01-2024,Rail,20.6,779.21
SHP_06786,PLNT_04,23-08-2025,Ocean Cargo,18,11762.79
SHP_06787,PLNT_01,03-10-2026,Rail,16.52,428.93
SHP_06788,PLNT_03,22-11-2026,Ocean Cargo,10.95,1706.35
SHP_06789,PLNT_01,15-10-2024,Rail,11.47,213.19
SHP_06790,PLNT_03,05-09-2025,Heavy Truck,12.11,712.31
SHP_06791,PLNT_03,17-12-2025,Rail,24.71,293.18
SHP_06792,PLNT_05,21-03-2025,Ocean Cargo,21.69,8564.47
SHP_06793,PLNT_04,24-04-2024,Air Freight,12.81,11841.17
SHP_06794,PLNT_05,03-02-2025,Ocean Cargo,17.32,5114.22
SHP_06795,PLNT_04,26-07-2025,Ocean Cargo,18.43,9729.85
SHP_06796,PLNT_02,02-04-2025,Ocean Cargo,8.09,5969.49
SHP_06797,PLNT_03,24-07-2024,Ocean Cargo,4.2,1096.07
SHP_06798,PLNT_05,09-06-2026,Heavy Truck,5.08,606.07
SHP_06799,PLNT_01,15-07-2024,Rail,18.13,511.44
SHP_06800,PLNT_01,21-04-2026,Heavy Truck,22.01,562.84
SHP_06801,PLNT_01,02-09-2026,Ocean Cargo,4.05,4060.52
SHP_06802,PLNT_05,10-03-2024,Heavy Truck,6.8,552.27
SHP_06803,PLNT_01,19-05-2026,Heavy Truck,22.12,792.4
SHP_06804,PLNT_03,14-03-2024,Heavy Truck,23.74,309.29
SHP_06805,PLNT_03,14-10-2024,Ocean Cargo,20.49,2418.04
SHP_06806,PLNT_04,07-06-2025,Heavy Truck,18.51,90.5
SHP_06807,PLNT_01,19-06-2026,Ocean Cargo,1.89,7617.4
SHP_06808,PLNT_02,01-04-2025,Ocean Cargo,9.66,2524.23
SHP_06809,PLNT_01,22-11-2025,Ocean Cargo,9.06,4763.69
SHP_06810,PLNT_02,21-02-2026,Ocean Cargo,13.12,3973.63
SHP_06811,PLNT_04,07-10-2025,Ocean Cargo,3.4,4568.33
SHP_06812,PLNT_05,22-10-2025,Air Freight,18.49,9442.24
SHP_06813,PLNT_04,11-04-2026,Ocean Cargo,21.34,10462.91
SHP_06814,PLNT_03,27-08-2024,Ocean Cargo,16.69,9565.31
SHP_06815,PLNT_05,24-11-2024,Heavy Truck,5.92,330.14
SHP_06816,PLNT_04,09-08-2024,Heavy Truck,4.79,672.74
SHP_06817,PLNT_03,15-08-2025,Ocean Cargo,24.34,2940.77
SHP_06818,PLNT_05,20-06-2026,Rail,6.74,614.06
SHP_06819,PLNT_03,12-08-2025,Heavy Truck,5.9,428.16
SHP_06820,PLNT_03,07-12-2026,Heavy Truck,17.58,270.09
SHP_06821,PLNT_04,06-11-2024,Ocean Cargo,8.13,10823.91
SHP_06822,PLNT_05,10-12-2026,Heavy Truck,12.48,192.74
SHP_06823,PLNT_03,18-01-2026,Rail,18.49,117.27
SHP_06824,PLNT_03,23-03-2026,Rail,19.31,567.3
SHP_06825,PLNT_02,19-06-2026,Ocean Cargo,9.43,11655.83
SHP_06826,PLNT_05,16-10-2025,Rail,21.04,626.63
SHP_06827,PLNT_04,07-07-2026,Heavy Truck,13.9,511.6
SHP_06828,PLNT_01,18-03-2024,Heavy Truck,10.59,567.55
SHP_06829,PLNT_04,07-12-2024,Heavy Truck,24.61,418.23
SHP_06830,PLNT_05,14-12-2026,Heavy Truck,23.35,539.05
SHP_06831,PLNT_03,22-04-2026,Ocean Cargo,5.23,9779.37
SHP_06832,PLNT_03,22-04-2026,Heavy Truck,21.04,417.19
SHP_06833,PLNT_03,17-12-2024,Ocean Cargo,15.6,4696.08
SHP_06834,PLNT_03,17-08-2025,Ocean Cargo,18.49,3706.19
SHP_06835,PLNT_05,27-03-2026,Rail,5.94,734.05
SHP_06836,PLNT_03,16-04-2024,Ocean Cargo,10.06,2223.62
SHP_06837,PLNT_04,05-07-2024,Heavy Truck,8.1,228.41
SHP_06838,PLNT_02,20-10-2024,Ocean Cargo,6.39,346.31
SHP_06839,PLNT_04,03-01-2026,Ocean Cargo,20.47,6647.81
SHP_06840,PLNT_04,21-02-2026,Ocean Cargo,8.5,5444.64
SHP_06841,PLNT_03,09-10-2025,Ocean Cargo,2.68,3682.76
SHP_06842,PLNT_04,06-02-2024,Ocean Cargo,23.18,2182.07
SHP_06843,PLNT_02,25-03-2026,Heavy Truck,2.48,757.95
SHP_06844,PLNT_01,14-06-2026,Ocean Cargo,15.86,124.16
SHP_06845,PLNT_05,18-02-2026,Ocean Cargo,4.19,4880.97
SHP_06846,PLNT_02,24-07-2026,Ocean Cargo,8.75,7673.21
SHP_06847,PLNT_03,01-04-2024,Heavy Truck,14.28,645.6
SHP_06848,PLNT_02,23-04-2024,Heavy Truck,2.07,766.05
SHP_06849,PLNT_04,21-03-2024,Ocean Cargo,13.56,10142.2
SHP_06850,PLNT_04,14-01-2024,Ocean Cargo,7.12,5106.33
SHP_06851,PLNT_01,17-06-2026,Ocean Cargo,19.99,7098.14
SHP_06852,PLNT_05,25-07-2026,Heavy Truck,14.53,762.87
SHP_06853,PLNT_01,14-05-2025,Heavy Truck,17.46,730.83
SHP_06854,PLNT_04,06-05-2024,Rail,11.84,539.3
SHP_06855,PLNT_03,15-09-2024,Heavy Truck,1.98,404.76
